id:ID	:LABEL	label
C0340220	Phenotype	Tracheal hemorrhage
C0344719	Phenotype	Left atrial hypoplasia
C1264214	Phenotype	Neoplasm of mesenteric lymph nodes
C1640722	Phenotype	Allergic reaction to colophony
C3839655	Phenotype	Asymptomatic calcium pyrophosphate deposition disease
C0569040	Phenotype	Accidental para-aminosalicylic acid poisoning
C0686024	Phenotype	Secondary malignant neoplasm of palate
C1260892	Phenotype	Ulcerative ileocolitis
C1290577	Phenotype	Disease-related precocious exfoliation of primary teeth
C2959462	Phenotype	Aortic orifice right side by side with respect to pulmonary orifice
C3662108	Phenotype	Pseudoallergy to angiotensin II receptor antagonist
C3698542	Phenotype	Spine injury due to birth trauma
C3886842	Phenotype	Closed fracture of distal phalanx of lesser toe of left foot
C4316667	Phenotype	Anterior subcapsular polar cataract of left eye
C0237938	Phenotype	Gastrointestinal ulcer
C0267187	Phenotype	Intestinal metaplasia of gastric mucosa
C0345646	Phenotype	Benign neoplasm of nasal vestibule
C0433397	Phenotype	Superficial partial thickness burn of neck
C3163833	Phenotype	Vertex dermoid cyst
C0156407	Phenotype	Menopausal and postmenopausal disorders
C0236710	Phenotype	Amphetamine-induced sleep disorder
C0268283	Phenotype	Disorder of steroid metabolism
C0273001	Phenotype	Brain stem contusion without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level
C0393531	Phenotype	Progressive cerebellar ataxia with palatal myoclonus
C0403683	Phenotype	Non-bacterial prostatitis
C0476475	Phenotype	Localized hyperhidrosis
C0569460	Phenotype	Chenodeoxycholic acid adverse reaction
C0571247	Phenotype	Carbomer-940 allergy
C0572827	Phenotype	Intentional maprotiline overdose
C0685435	Phenotype	Congenital hypoplasia of tibia
C0795996	Phenotype	Infantile striatonigral degeneration
C1298890	Phenotype	Infection due to Mycobacterium novocastrense
C0011645	Phenotype	Dermatosis Papulosa Nigra
C0156354	Phenotype	Prolapse of vaginal vault after hysterectomy
C0269243	Phenotype	Subacute mastitis
C0275800	Phenotype	Staphylococcal arthritis
C0342189	Phenotype	Euthyroid hyperthyroxinamia
C0342851	Phenotype	Disorder of sialic acid metabolism
C0520793	Phenotype	Cryptococcal gastroenteritis
C0569330	Phenotype	Intentional digoxin poisoning
C0569496	Phenotype	Ifosfamide adverse reaction
C0571248	Phenotype	Cellulose-derived viscosity modifier allergy
C0573201	Phenotype	Accidental overdose by crack cocaine
C0574041	Phenotype	Scrotal fistula
C2711237	Phenotype	Atherosclerosis of artery
C0150005	Phenotype	Viral myositis
C0271812	Phenotype	Viral thyroiditis
C0338499	Phenotype	Tilted optic disc
C0345542	Phenotype	Benign tumor of anterior floor of mouth
C0434514	Phenotype	Dislocation of joint of spine
C0435576	Phenotype	Open fracture proximal radius, comminuted
C0567843	Phenotype	Cascara poisoning
C1960216	Phenotype	Amyotrophy due to type 1 diabetes mellitus
C2012184	Phenotype	Primary open angle glaucoma of right eye
C0266629	Phenotype	Congenital anomaly of the hematopoietic system
C0274329	Phenotype	Protrusion of cardiac device
C0339973	Phenotype	Infectious mononucleosis pneumonia
C0346927	Phenotype	Malignant neoplasm of sclera
C0399532	Phenotype	Midline deviation of dental arch
C3494990	Phenotype	Myoclonic seizure, non-refractory
C3872798	Phenotype	Juxtaglomerular hyperplasia co-occurrent with secondary hyperaldosteronism
C4304674	Phenotype	Autosomal dominant Charcot-Marie-Tooth disease type 2G
C0270497	Phenotype	Schizoaffective disorder, depressive type
C0270893	Phenotype	Hyperabduction syndrome
C0342032	Phenotype	Hemorrhoids in pregnancy and the puerperium - delivered
C0344657	Phenotype	Saccular dilatation of right superior vena cava
C0346907	Phenotype	Malignant neoplasm of floor of cerebral ventricle
C0348051	Phenotype	Pituitary macroadenoma with extrasellar extension
C0409600	Phenotype	Reactive arthropathy of shoulder
C0413999	Phenotype	Cyclopenthiazide adverse reaction
C1263677	Phenotype	Neoplasm of inner aspect of lower lip
C1274480	Phenotype	Tinea due to Microsporum equinum
C0272826	Phenotype	Open dislocation of proximal end of metacarpal bone of wrist
C0344961	Phenotype	Truncal valve prolapse
C0347247	Phenotype	Benign neoplasm of main bronchus
C0432849	Phenotype	Abrasion of forearm, infected
C0455845	Phenotype	Right ventricular fibromuscular infundibular stenosis
C0570961	Phenotype	Ritodrine allergy
C4510696	Phenotype	Congenital J shaped sella turcica
C4546074	Phenotype	Mixed incontinence due to prolapse of female genital organ
C0273092	Phenotype	Subdural hemorrhage following injury without open intracranial wound AND with brief loss of consciousness
C0273236	Phenotype	Multiple open wounds without complication
C0451752	Phenotype	Renal tubulo-interstitial disorders in metabolic diseases
C0563589	Phenotype	Injury of artery of upper limb
C0005724	Phenotype	Visceral paracoccidioidomycosis
C0008582	Phenotype	Chromoblastomycosis
C0041315	Phenotype	Tuberculosis, Laryngeal
C0160485	Phenotype	Open wound of eardrum
C0162651	Phenotype	Gastric outlet obstruction
C0265743	Phenotype	Congenital deviation of nasal septum
C0269874	Phenotype	Third degree perineal laceration
C0272457	Phenotype	Fracture of occipital bone
C0275463	Phenotype	Solanum kwebense poisoning
C0341300	Phenotype	Primary malabsorption of infancy
C0346494	Phenotype	Neoplasm of uncertain behavior of corniculate cartilage
C0156616	Phenotype	Antepartum hemorrhage, abruptio placentae and placenta previa
C0233138	Phenotype	Uterine incoordination, first degree
C0410776	Phenotype	Acquired forefoot abductus
C0411176	Phenotype	Fetal or neonatal effect of maternal hypertensive disease
C0555866	Phenotype	Catarrh - eustachian
C0561336	Phenotype	Stab wound of elbow
C0565842	Phenotype	Foreign body left in ankle/foot
C0571887	Phenotype	Tocainide allergy
C0860132	Phenotype	Internal hemorrhoids grade III
C1299569	Phenotype	Labile essential hypertension
C4546445	Phenotype	Occupational allergic contact dermatitis caused by agrochemical biocide
C0263354	Phenotype	Menstrual cycle related dermatosis
C0267862	Phenotype	Cholelithiasis with obstruction
C0348839	Phenotype	Superficial frostbite of neck
C0399535	Phenotype	Lateral openbite - left
C0561185	Phenotype	Wood splinter in buttock
C1720489	Phenotype	Coma associated with malnutrition-related diabetes mellitus
C4040068	Phenotype	Hepatic coma due to acute hepatitis C
C4543608	Phenotype	Communicating hydrocephalus due to and following traumatic haemorrhage
C0345229	Phenotype	Displaced Meckel's diverticulum
C1961067	Phenotype	Hutchinson's fracture
C4509836	Phenotype	Familial acute necrotizing encephalopathy
C4510838	Phenotype	Central sleep apnea caused by substance
C0277163	Phenotype	Infection by Contracaecum
C0274347	Phenotype	Mechanical complication due to repair of ureter without resection
C0346803	Phenotype	Malignant melanoma of knee
C0685154	Phenotype	Secondary malignant neoplasm of blood vessel of finger
C1291348	Phenotype	Deficiency of nicotinate phosphoribosyltransferase
C1403483	Phenotype	Malakoplakia of urethra
C4302550	Phenotype	Duane anomaly, myopathy, scoliosis syndrome
C4543757	Phenotype	Acute noninfective bronchitis
C0277492	Phenotype	Infection by Prototheca zopfi
C0543694	Phenotype	Autoimmune leukopenia
C0555250	Phenotype	Autosomal deletion - mosaicism
C0685042	Phenotype	Secondary malignant neoplasm of bronchus of right middle lobe
C4511582	Phenotype	Severe major depressive disorder co-occurrent with anxiety single episode
C0269872	Phenotype	Perineal laceration involving perineal muscles
C0393759	Phenotype	Transient Insomnia
C0433056	Phenotype	Deep bruising
C0435345	Phenotype	Fracture of transverse process of spine without spinal cord lesion
C0571445	Phenotype	First generation cephalosporin allergy
C0685693	Phenotype	Congenital hypoplasia of nasal turbinate
C3163669	Phenotype	Neuraxial hematoma
C3886871	Phenotype	Closed fracture of pisiform bone of left wrist
C4039456	Phenotype	Septic shock co-occurrent with acute organ dysfunction due to Gram-positive coccus
C0273054	Phenotype	Brain stem laceration with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level
C0432225	Phenotype	Metaphyseal chondrodysplasia Spahr type
C0434050	Phenotype	Transection of pancreas
C0475021	Phenotype	Colonic hematoma
C0559736	Phenotype	Fracture of tibial spine
C0940067	Phenotype	Esophagitis grade III
C1306468	Phenotype	Primary malignant neoplasm of ovary
C2748502	Phenotype	CORNEAL DYSTROPHY, POSTERIOR AMORPHOUS
C3839875	Phenotype	Psychotic disorder in mother complicating childbirth
C0160723	Phenotype	Renal blood vessel injury
C0339250	Phenotype	Melanin pigmentation of cornea
C0406855	Phenotype	Skin graft infection
C0571674	Phenotype	Flutamide allergy
C0684408	Phenotype	Neoplasm of uncertain behavior of skin of abdomen
C2894440	Phenotype	Swan-neck deformity of finger of left hand
C4302095	Phenotype	Tic due to developmental disorder
C0264041	Phenotype	Acute osteomyelitis of multiple sites
C0270548	Phenotype	Pavor diurnus
C0338966	Phenotype	Manipulative personality disorder
C0340918	Phenotype	Pacemaker electrode lead fracture
C0570041	Phenotype	Spectinomycin adverse reaction
C4546357	Phenotype	Stimulation of phrenic nerve as complication of implantation of automatic cardiac defibrillator
C0159676	Phenotype	Open fracture scapula, neck
C0349466	Phenotype	Myocardial ischemia of newborn
C0588035	Phenotype	Malignant tumor of soft tissue of back
C0271867	Phenotype	Isolated late onset hypoparathyroidism
C0272424	Phenotype	Injury of eyebrow
C0400933	Phenotype	Liver disorder in pregnancy - not delivered
C0571166	Phenotype	A series prostaglandin allergy
C1274612	Phenotype	Sweet's disease following infection
C1299285	Phenotype	Primary malignant neoplasm of glans penis
C4303275	Phenotype	Primary adenocarcinoma overlapping lesion of retroperitoneum peritoneum and omentum
C0155433	Phenotype	Extrinsic cartilagenous obstruction of eustachian tube
C0206752	Phenotype	Alphavirus Infections
C0277446	Phenotype	Infestation by Myobia
C0341129	Phenotype	Malignant esophageal stricture
C0561822	Phenotype	Burn of female perineum
C1304280	Phenotype	Basal cell carcinoma of chin
C1998261	Phenotype	Open tongue-type intra-articular fracture of calcaneus
C2317045	Phenotype	Occlusive disease of artery of lower extremity
C0573456	Phenotype	Antibacterial drug overdose
C0573874	Phenotype	Bendroflumethiazide overdose of undetermined intent
C1299289	Phenotype	Primary malignant neoplasm of lacrimal gland
C1304346	Phenotype	Dermatitis due to sweating and friction
C4511570	Phenotype	Mood disorder caused by dissociative drug
C0265922	Phenotype	Anomalous pulmonary venous drainage to hepatic veins
C0275430	Phenotype	Psilostrophe species poisoning
C0341183	Phenotype	Acute neutrophilic gastritis
C0398682	Phenotype	Chronic sarcoid myopathy
C0432233	Phenotype	Trichorhinophalangeal dysplasia type I
C1290135	Phenotype	Melanoma in situ of hip
C1290507	Phenotype	False anodontia
C1298760	Phenotype	Inflammatory disorder of mediastinum
C1298873	Phenotype	Infection due to Mycobacterium gastri
C0568700	Phenotype	Diphenylpyraline poisoning of undetermined intent
C3472225	Phenotype	Hemorrhage into extradural space of neuraxis
C4543943	Phenotype	Chronic non-infectious enteritis of uncertain aetiology
C0035615	Phenotype	Right aortic arch
C0153437	Phenotype	Malignant neoplasm of cecum
C0160643	Phenotype	Open wound of hip and/or thigh
C0268775	Phenotype	Radiographic contrast agent nephropathy
C0339933	Phenotype	Acute bacterial bronchitis
C1298968	Phenotype	Infection due to Aspergillus awamori
C1301526	Phenotype	Contact lens overwear syndrome
C2030717	Phenotype	Hereditary disturbances in tooth structure
C2919194	Phenotype	Sporadic olivopontocerebellar atrophy
C3531891	Phenotype	Malrotation of intestine with internal herniation
C0339535	Phenotype	Congenital stationary night blindness
C0342445	Phenotype	Pseudo-Cushing's syndrome
C0346776	Phenotype	Malignant melanoma of chin
C0347662	Phenotype	Vaginal vault tear
C0348359	Phenotype	Malignant neoplasm of peripheral nerves and autonomic nervous system
C0568170	Phenotype	Accidental lysuride poisoning
C0568957	Phenotype	Intentional cefixime poisoning
C1263825	Phenotype	Placental condition affecting management of mother
C2889132	Phenotype	Rheumatoid lung disease with rheumatoid arthritis
C4544045	Phenotype	Primary malignant neuroepithelial neoplasm of retina
C0346005	Phenotype	Acanthoma, Pilar Sheath
C0434105	Phenotype	Contusion of rectum
C0454578	Phenotype	Receptive aphasia (finding)
C0573194	Phenotype	Intentional overdose of ecstasy
C0574905	Phenotype	Long thoracic nerve lesion
C1444099	Phenotype	Infection due to ESBL bacteria
C4302113	Phenotype	Ataxia due to mitochondrial mutations
C0232808	Phenotype	Absent renal function
C0274593	Phenotype	Poisoning by warfarin sodium
C0338572	Phenotype	Subarachnoid hemorrhage due to ruptured aneurysm
C0349251	Phenotype	Behavioral syndrome associated with physiological disturbance and physical factors
C0555294	Phenotype	Open wound of hand, excluding finger(s)
C3164702	Phenotype	Hypoplasia of pulmonary cusps of absent pulmonary valve type
C4041269	Phenotype	Polyneuropathy due to infectious mononucleosis
C0272176	Phenotype	Alloimmune neonatal neutropenia
C0338835	Phenotype	Recurrent manic episodes, moderate
C1264118	Phenotype	Left colic lymphadenopathy
C1274739	Phenotype	Fordyce spots of vulva
C1832444	Phenotype	Ectodermal Dysplasia with Natal Teeth, Turnpenny Type
C2087679	Phenotype	Polyp of left middle ear
C3714731	Phenotype	Early childhood caries
C3873360	Phenotype	Primary verrucous carcinoma of larynx
C0152081	Phenotype	Pustular psoriasis
C0161737	Phenotype	Frostbite of foot
C0267495	Phenotype	Pericolitis
C0269318	Phenotype	Uremia following molar AND/OR ectopic pregnancy
C0344869	Phenotype	Left atrioventricular valve leaflet dysplasia
C0521518	Phenotype	Muscle spasms of head AND/OR neck
C1096063	Phenotype	Drug Resistant Epilepsy
C1263872	Phenotype	Duane's syndrome, type 2
C1318881	Phenotype	Infection due to vancomycin intermediate Staphylococcus aureus
C1659098	Phenotype	Complete paraplegia
C0268553	Phenotype	Hyperlysinemia
C0269443	Phenotype	Legal termination of pregnancy with endometritis
C0271958	Phenotype	Megaloblastic anemia due to pancreatic insufficiency
C0273635	Phenotype	Superficial injury of abdominal wall without infection
C0340450	Phenotype	Acute staphylococcal pericarditis
C1720600	Phenotype	Disseminated candidiasis associated with AIDS
C1838281	Phenotype	Fryns Macrocephaly
C1960652	Phenotype	Allergy to spider venom
C0264814	Phenotype	Dilated cardiomyopathy secondary to dermatomyositis
C0275292	Phenotype	Gomphrena celosiodes poisoning
C0562542	Phenotype	Wood splinter in lip
C4543865	Phenotype	Wear of articular bearing surface of joint prosthesis of knee
C0015526	Phenotype	Factor XII Deficiency
C0265342	Phenotype	Cerebro-costo-mandibular syndrome
C0270216	Phenotype	Perinatal jaundice due to fetal OR neonatal hepatitis
C0347317	Phenotype	Benign neoplasm of costal cartilage
C0400878	Phenotype	Infection-induced ileus
C0435067	Phenotype	Complete tear of radioscapholunate ligament
C1301527	Phenotype	Orbital mucormycosis
C1997927	Phenotype	Tendinitis of knee
C4303534	Phenotype	Chloride non-responsive metabolic alkalosis
C4510142	Phenotype	Acute occlusion of artery of lower limb due to thrombosis
C0026987	Phenotype	Bone marrow fibrosis
C0274101	Phenotype	Burn of back of hand
C0274576	Phenotype	Poisoning by fluorouracil
C0347201	Phenotype	Benign neoplasm of gum
C0410245	Phenotype	Infective myositis of shoulder
C0730281	Phenotype	Proliferative diabetic retinopathy - quiescent
C0730330	Phenotype	Chloroquine retinopathy
C2720436	Phenotype	Fibrosis of pleura
C4520429	Phenotype	Disorder of right obturator nerve
C0410241	Phenotype	Infective myositis of pelvis
C0431568	Phenotype	Displacement of Wharton's duct
C0561349	Phenotype	Stab wound of pelvic region
C1298879	Phenotype	Infection due to Mycobacterium interjectum
C0269446	Phenotype	Legal termination of pregnancy with salpingitis
C0404720	Phenotype	Congenital abnormality of uterus - baby delivered with postpartum complication
C1291494	Phenotype	Deficiency of NAD(P)^+^ nucleosidase
C4518090	Phenotype	Adult familial nephronophthisis with spastic quadriparesia syndrome
C0270257	Phenotype	Dehydration fever in newborn
C0271323	Phenotype	Lacrimal gland cyst
C0339952	Phenotype	Secondary bacterial pneumonia
C0345652	Phenotype	Neoplasm of adenoid
C0345802	Phenotype	Neoplasm of body of stomach
C0410814	Phenotype	Prosthetic joint exposure
C0561460	Phenotype	Pellet wound of ankle
C0563306	Phenotype	IgG myeloma
C0686159	Phenotype	Secondary malignant neoplasm of retrocecal tissue
C2839090	Phenotype	Moderate laceration of spleen
C4303600	Phenotype	Angina co-occurrent and due to coronary arteriosclerosis
C4544810	Phenotype	Moderate acquired hearing loss
C4546430	Phenotype	Irritant contact dermatitis caused by emollient substance
C0272912	Phenotype	Sprain of sacrococcygeal ligament
C0273594	Phenotype	Nonvenomous insect bite of lip with infection
C0413435	Phenotype	Ceftazidime adverse reaction
C0577718	Phenotype	Ulcer of heel
C0795687	Phenotype	Cerebral arterial thrombosis
C4518676	Phenotype	Strain of carpometacarpal joint
C0031157	Phenotype	Peritonsillar Abscess
C0043241	Phenotype	Local infection of wound
C0268546	Phenotype	Citrullinemia, late-onset type
C0272385	Phenotype	Hyperplasia of tonsils AND adenoids
C0272494	Phenotype	Multiple closed fractures of skull AND/OR face with subarachnoid, subdural AND/OR extradural hemorrhage
C0273876	Phenotype	Blister of hip without infection
C0343401	Phenotype	MRSA - Methicillin resistant Staphylococcus aureus infection
C0344269	Phenotype	Thickening of lens capsule in aphakia
C0404766	Phenotype	Infective/parasitic disease in preg/childbirth/puerperium
C0410479	Phenotype	Avascular necrosis of the medial femoral condyle
C0431368	Phenotype	Partial agenesis of corpus callosum
C0546331	Phenotype	Complete atelectasis of right lung
C0572224	Phenotype	Magnetic resonance imaging contrast media overdose of undetermined intent
C1304161	Phenotype	Nail dystrophy due to graft-versus-host disease
C0271772	Phenotype	Hyperthyroidism due to molar thyrotropin
C0520681	Phenotype	Central alveolar hypoventilation syndrome
C0570263	Phenotype	Stilbestrol adverse reaction
C0685548	Phenotype	Cleft cartilaginous centrum of lumbar vertebra
C2850447	Phenotype	Open bite of wrist
C0264292	Phenotype	Abscess of pharynx
C0393799	Phenotype	Fisher's syndrome
C0555228	Phenotype	Paravaginal cyst arising in mesonephric duct
C0560942	Phenotype	Superficial injury of dorsum of foot
C0561685	Phenotype	Animal bite of lower leg
C0570229	Phenotype	Ethynodiol diacetate adverse reaction
C0571040	Phenotype	Dimenhydrinate allergy
C3532068	Phenotype	Anomalous course of coronary artery posterior to pulmonary trunk and aorta
C4518434	Phenotype	Gastric ulcer caused by Helicobacter pylori and non-steroidal anti-inflammatory agent
C4546294	Phenotype	Cleft soft palate with left cleft lip and alveolus
C0158670	Phenotype	Congenital fistula of lip
C0265893	Phenotype	Congenital aneurysm of sinus of Valsalva
C0428996	Phenotype	Run of ventricular premature complexes
C0434019	Phenotype	Closed injury of thoracic duct
C0571488	Phenotype	Sulfaguanidine allergy
C1630645	Phenotype	Allergy to red meat
C4305491	Phenotype	Infective duodenitis
C0019290	Phenotype	Foraminal hernia
C0268140	Phenotype	Xeroderma pigmentosum, group F
C0495810	Phenotype	Penetrating wound of eyeball without foreign body
C1263944	Phenotype	Neoplasm of uveal tract
C1274270	Phenotype	Lymphangiectasia with chylous reflux
C3495016	Phenotype	Multiphasic acute disseminated encephalomyelitis
C0404752	Phenotype	Congenital heart disease in pregnancy
C1263678	Phenotype	Neoplasm of dorsal surface of tongue
C3840189	Phenotype	Derangement of shoulder
C3874398	Phenotype	Infection due to Staphylococcus Coagulase negative
C4510109	Phenotype	Abscess of upper respiratory tract
C0023569	Phenotype	Levocardia
C0347311	Phenotype	Benign neoplasm of spine
C0413921	Phenotype	Adverse reaction to coronary vasodilator
C1333784	Phenotype	Gastric Non-Hodgkin's Lymphoma
C0264194	Phenotype	Osteomalacic pelvis
C0276602	Phenotype	HIV infection with infectious mononucleosis-like syndrome
C0277074	Phenotype	Infection by Coenurosis cerebralis
C0345688	Phenotype	Malignant tumor of anterior pillar of fauces
C1336527	Phenotype	Carcinoma of urinary bladder, superficial
C3494926	Phenotype	Arteriosclerosis of thoracic aorta
C3887388	Phenotype	Closed fracture of phalanx of right lesser toe
C0024236	Phenotype	Lymphedema
C0031880	Phenotype	Extreme obesity with alveolar hypoventilation
C0160675	Phenotype	Traumatic amputation of lower extremity
C0273339	Phenotype	Open wound of pubic region with complication
C0494977	Phenotype	Spontaneous rupture of extensor tendons
C2901988	Phenotype	Osteonecrosis of shoulder caused by drug
C3494939	Phenotype	Talc embolism
C4518082	Phenotype	48,XYYY syndrome
C4542998	Phenotype	Occlusion of left posterior cerebral artery
C0263949	Phenotype	Proliferative synovitis
C0272367	Phenotype	Factor X inhibitor disorder
C0274394	Phenotype	Vitreous touch syndrome
C0495880	Phenotype	Injury of ulnar nerve at forearm level
C0685424	Phenotype	Lack of ossification of femur
C1264107	Phenotype	Superior pancreatic lymphadenopathy
C2843930	Phenotype	Laceration of forearm with foreign body
C4545084	Phenotype	Osteolysis of right distal clavicle
C0006105	Phenotype	Abscess of brain
C0264302	Phenotype	Necrosis of larynx
C0268689	Phenotype	Vitamin D-dependent rickets, type 1
C0269120	Phenotype	Endometriosis of umbilicus
C0400915	Phenotype	Viral hepatitis C with coma
C0438024	Phenotype	O/E - ureteric calculus
C0561324	Phenotype	Stab wound of eye region
C0686121	Phenotype	Carcinoma in situ of head of pancreas
C0746383	Phenotype	Fracture of angle of mandible
C0034091	Phenotype	Pulmonary Veno-Occlusive Disease (disorder)
C0274451	Phenotype	Transfusion reaction due to specific isoantibody
C0521542	Phenotype	Brain Stem Infarctions
C0572536	Phenotype	Carmustine overdose of undetermined intent
C1721025	Phenotype	Triple Nuchal Cord
C0265311	Phenotype	Leri's pleonosteosis syndrome
C0404663	Phenotype	Stenosis of vagina complicating antenatal care - baby not yet delivered
C2880577	Phenotype	Coronary age-related cataract
C3875468	Phenotype	Allergy to clam
C0160701	Phenotype	Injury of multiple blood vessels of thorax
C0271216	Phenotype	Impairment level of both eyes
C1285211	Phenotype	Congenital anomaly of tympanic anulus
C2893474	Phenotype	Gout of elbow due to renal impairment
C4303242	Phenotype	Neonatal esophagitis
C0012711	Phenotype	Disorders of bilirubin excretion
C0265422	Phenotype	8p partial trisomy syndrome
C0266042	Phenotype	Non-fluoride enamel opacities
C0281838	Phenotype	Polyp of esophagus
C0433987	Phenotype	Injury of middle ear and Eustachian tube
C0573702	Phenotype	Intentional thiouracil overdose
C0684708	Phenotype	Primary malignant neoplasm of soft tissues of lower limb
C1561880	Phenotype	Organic sleep-wake cycle disorder
C0000814	Phenotype	Abortion missed
C0268503	Phenotype	Autosomal recessive ocular albinism
C0272921	Phenotype	Xiphoid cartilage sprain
C0273284	Phenotype	Open wound in mouth with complication
C0273816	Phenotype	Superficial injury of upper arm with infection
C0274657	Phenotype	Poisoning by thiopental sodium
C0340458	Phenotype	Chronic cholesterol pericardial effusion
C0348996	Phenotype	Disseminated strongyloidiasis
C0395925	Phenotype	Hyperactive labyrinthine dysfunction
C0564756	Phenotype	Complicated femoral hernia
C1290272	Phenotype	Neoplasm of patella
C1720171	Phenotype	Diabetic cataract associated with type 2 diabetes mellitus
C2315626	Phenotype	Fetal cardiovascular disorder
C3472668	Phenotype	Strain of hamstring muscle
C4302212	Phenotype	Neonatal hemorrhage of spleen
C4303263	Phenotype	Primary myosarcoma of omentum
C0160842	Phenotype	Abrasion and/or friction burn of shoulder and/or upper arm, infected
C0276009	Phenotype	Gangosa of yaws
C0404936	Phenotype	Incomplete illegal termination of pregnancy with embolism
C0432094	Phenotype	Central incomplete cleft palate
C0432768	Phenotype	Contusion wrist, dorsum
C0573794	Phenotype	Accidental coumarin overdose
C1277261	Phenotype	End stage chronic obstructive airways disease
C1720681	Phenotype	Hypogonadotropic hypogonadism due to luteinizing hormone deficiency
C2315100	Phenotype	Pediatric failure to thrive
C2910157	Phenotype	Nonruptured congenital aneurysm of cerebral artery
C0270850	Phenotype	Idiopathic generalised epilepsy
C0344917	Phenotype	Left ventricular outflow tract obstruction
C0435093	Phenotype	Complete tear of iliofemoral ligament
C0686634	Phenotype	Benign neoplasm of submental lymph nodes
C0265514	Phenotype	Dermatofibrosis lenticularis disseminata
C0266446	Phenotype	Congenital atresia of ejaculatory duct
C0271886	Phenotype	Hypothalamic Pseudopuberty
C0276647	Phenotype	Mycotic pericarditis
C0338483	Phenotype	Complicated migraine
C0406219	Phenotype	Actinic reaction
