id:ID	:LABEL	label
R-HSA-70171	Pathway	Glycolysis
R-HSA-70221	Pathway	Glycogen breakdown (glycogenolysis)
R-HSA-70263	Pathway	Gluconeogenesis
R-HSA-70268	Pathway	Pyruvate metabolism
R-HSA-70326	Pathway	Glucose metabolism
R-HSA-70350	Pathway	Fructose catabolism
R-HSA-70370	Pathway	Galactose catabolism
R-HSA-70614	Pathway	Amino acid synthesis and interconversion (transamination)
R-HSA-70635	Pathway	Urea cycle
R-HSA-70688	Pathway	Proline catabolism
R-HSA-70895	Pathway	Branched-chain amino acid catabolism
R-HSA-70921	Pathway	Histidine catabolism
R-HSA-71032	Pathway	Propionyl-CoA catabolism
R-HSA-71064	Pathway	Lysine catabolism
R-HSA-71182	Pathway	Phenylalanine and tyrosine catabolism
R-HSA-71240	Pathway	Tryptophan catabolism
R-HSA-71262	Pathway	Carnitine synthesis
R-HSA-71288	Pathway	Creatine metabolism
R-HSA-71291	Pathway	Metabolism of amino acids and derivatives
R-HSA-71336	Pathway	Pentose phosphate pathway (hexose monophosphate shunt)
R-HSA-71384	Pathway	Ethanol oxidation
R-HSA-71387	Pathway	Metabolism of carbohydrates
R-HSA-71403	Pathway	Citric acid cycle (TCA cycle)
R-HSA-71406	Pathway	Pyruvate metabolism and Citric Acid (TCA) cycle
R-HSA-71737	Pathway	Pyrophosphate hydrolysis
R-HSA-72086	Pathway	mRNA Capping
R-HSA-72163	Pathway	mRNA Splicing - Major Pathway
R-HSA-72165	Pathway	mRNA Splicing - Minor Pathway
R-HSA-72172	Pathway	mRNA Splicing
R-HSA-72187	Pathway	mRNA 3'-end processing
R-HSA-72200	Pathway	mRNA Editing: C to U Conversion
R-HSA-72202	Pathway	Transport of Mature Transcript to Cytoplasm
R-HSA-72203	Pathway	Processing of Capped Intron-Containing Pre-mRNA
R-HSA-72306	Pathway	tRNA processing
R-HSA-72312	Pathway	rRNA processing
R-HSA-72613	Pathway	Eukaryotic Translation Initiation
R-HSA-72649	Pathway	Translation initiation complex formation
R-HSA-72662	Pathway	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S
R-HSA-72689	Pathway	Formation of a pool of free 40S subunits
R-HSA-72695	Pathway	Formation of the ternary complex, and subsequently, the 43S complex
R-HSA-72702	Pathway	Ribosomal scanning and start codon recognition
R-HSA-72706	Pathway	GTP hydrolysis and joining of the 60S ribosomal subunit
R-HSA-72731	Pathway	Recycling of eIF2:GDP
R-HSA-72737	Pathway	Cap-dependent Translation Initiation
R-HSA-72764	Pathway	Eukaryotic Translation Termination
R-HSA-72766	Pathway	Translation
R-HSA-73614	Pathway	Pyrimidine salvage
R-HSA-73621	Pathway	Pyrimidine catabolism
R-HSA-73728	Pathway	RNA Polymerase I Promoter Opening
R-HSA-73762	Pathway	RNA Polymerase I Transcription Initiation
R-HSA-73772	Pathway	RNA Polymerase I Promoter Escape
R-HSA-73776	Pathway	RNA Polymerase II Promoter Escape
R-HSA-73777	Pathway	RNA Polymerase I Chain Elongation
R-HSA-73779	Pathway	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening
R-HSA-73780	Pathway	RNA Polymerase III Chain Elongation
R-HSA-73817	Pathway	Purine ribonucleoside monophosphate biosynthesis
R-HSA-73843	Pathway	5-Phosphoribose 1-diphosphate biosynthesis
R-HSA-73854	Pathway	RNA Polymerase I Promoter Clearance
R-HSA-73856	Pathway	RNA Polymerase II Transcription Termination
R-HSA-73857	Pathway	RNA Polymerase II Transcription
R-HSA-73863	Pathway	RNA Polymerase I Transcription Termination
R-HSA-73864	Pathway	RNA Polymerase I Transcription
R-HSA-73884	Pathway	Base Excision Repair
R-HSA-73886	Pathway	Chromosome Maintenance
R-HSA-73887	Pathway	Death Receptor Signalling
R-HSA-73893	Pathway	DNA Damage Bypass
R-HSA-73894	Pathway	DNA Repair
R-HSA-73927	Pathway	Depurination
R-HSA-73928	Pathway	Depyrimidination
R-HSA-73929	Pathway	Base-Excision Repair, AP Site Formation
R-HSA-73930	Pathway	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway
R-HSA-73933	Pathway	Resolution of Abasic Sites (AP sites)
R-HSA-73942	Pathway	DNA Damage Reversal
R-HSA-73943	Pathway	Reversal of alkylation damage by DNA dioxygenases
R-HSA-73980	Pathway	RNA Polymerase III Transcription Termination
R-HSA-74158	Pathway	RNA Polymerase III Transcription
R-HSA-74160	Pathway	Gene expression (Transcription)
R-HSA-74182	Pathway	Ketone body metabolism
R-HSA-74217	Pathway	Purine salvage
R-HSA-74259	Pathway	Purine catabolism
R-HSA-74713	Pathway	IRS activation
R-HSA-74749	Pathway	Signal attenuation
R-HSA-74751	Pathway	Insulin receptor signalling cascade
R-HSA-74752	Pathway	Signaling by Insulin receptor
R-HSA-75035	Pathway	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex
R-HSA-75064	Pathway	mRNA Editing: A to I Conversion
R-HSA-75067	Pathway	Processing of Capped Intronless Pre-mRNA
R-HSA-75072	Pathway	mRNA Editing
R-HSA-75094	Pathway	Formation of the Editosome
R-HSA-75102	Pathway	C6 deamination of adenosine
R-HSA-75105	Pathway	Fatty acyl-CoA biosynthesis
R-HSA-75108	Pathway	Activation, myristolyation of BID and translocation to mitochondria
R-HSA-75109	Pathway	Triglyceride biosynthesis
R-HSA-75153	Pathway	Apoptotic execution phase
R-HSA-75157	Pathway	FasL/ CD95L signaling
R-HSA-75158	Pathway	TRAIL  signaling
R-HSA-75205	Pathway	Dissolution of Fibrin Clot
R-HSA-75815	Pathway	Ubiquitin-dependent degradation of Cyclin D
R-HSA-75876	Pathway	Synthesis of very long-chain fatty acyl-CoAs
R-HSA-75892	Pathway	Platelet Adhesion to exposed collagen
R-HSA-75893	Pathway	TNF signaling
R-HSA-75896	Pathway	Plasmalogen biosynthesis
R-HSA-75944	Pathway	Transcription from mitochondrial promoters
R-HSA-75953	Pathway	RNA Polymerase II Transcription Initiation
R-HSA-75955	Pathway	RNA Polymerase II Transcription Elongation
R-HSA-76002	Pathway	Platelet activation, signaling and aggregation
R-HSA-76005	Pathway	Response to elevated platelet cytosolic Ca2+
R-HSA-76009	Pathway	Platelet Aggregation (Plug Formation)
R-HSA-76042	Pathway	RNA Polymerase II Transcription Initiation And Promoter Clearance
R-HSA-76046	Pathway	RNA Polymerase III Transcription Initiation
R-HSA-76061	Pathway	RNA Polymerase III Transcription Initiation From Type 1 Promoter
R-HSA-76066	Pathway	RNA Polymerase III Transcription Initiation From Type 2 Promoter
R-HSA-76071	Pathway	RNA Polymerase III Transcription Initiation From Type 3 Promoter
R-HSA-77042	Pathway	Formation of editosomes by ADAR proteins
R-HSA-77075	Pathway	RNA Pol II CTD phosphorylation and interaction with CE
R-HSA-77108	Pathway	Utilization of Ketone Bodies
R-HSA-77111	Pathway	Synthesis of Ketone Bodies
R-HSA-77285	Pathway	Beta oxidation of myristoyl-CoA to lauroyl-CoA
R-HSA-77286	Pathway	mitochondrial fatty acid beta-oxidation of saturated fatty acids
R-HSA-77288	Pathway	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids
R-HSA-77289	Pathway	Mitochondrial Fatty Acid Beta-Oxidation
R-HSA-77305	Pathway	Beta oxidation of palmitoyl-CoA to myristoyl-CoA
R-HSA-77310	Pathway	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA
R-HSA-77346	Pathway	Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA
R-HSA-77348	Pathway	Beta oxidation of octanoyl-CoA to hexanoyl-CoA
R-HSA-77350	Pathway	Beta oxidation of hexanoyl-CoA to butanoyl-CoA
R-HSA-77352	Pathway	Beta oxidation of butanoyl-CoA to acetyl-CoA
R-HSA-77387	Pathway	Insulin receptor recycling
R-HSA-77588	Pathway	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs
R-HSA-77595	Pathway	Processing of Intronless Pre-mRNAs
R-HSA-83936	Pathway	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane
R-HSA-109581	Pathway	Apoptosis
R-HSA-109582	Pathway	Hemostasis
R-HSA-109606	Pathway	Intrinsic Pathway for Apoptosis
R-HSA-109688	Pathway	Cleavage of Growing Transcript in the Termination Region
R-HSA-109703	Pathway	PKB-mediated events
R-HSA-109704	Pathway	PI3K Cascade
R-HSA-110056	Pathway	MAPK3 (ERK1) activation
R-HSA-110312	Pathway	Translesion synthesis by REV1
R-HSA-110313	Pathway	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template
R-HSA-110314	Pathway	Recognition of DNA damage by PCNA-containing replication complex
R-HSA-110320	Pathway	Translesion Synthesis by POLH
R-HSA-110328	Pathway	Recognition and association of DNA glycosylase with site containing an affected pyrimidine
R-HSA-110329	Pathway	Cleavage of the damaged pyrimidine
R-HSA-110330	Pathway	Recognition and association of DNA glycosylase with site containing an affected purine
R-HSA-110331	Pathway	Cleavage of the damaged purine
R-HSA-110357	Pathway	Displacement of DNA glycosylase by APEX1
R-HSA-110362	Pathway	POLB-Dependent Long Patch Base Excision Repair
R-HSA-110373	Pathway	Resolution of AP sites via the multiple-nucleotide patch replacement pathway
R-HSA-110381	Pathway	Resolution of AP sites via the single-nucleotide replacement pathway
R-HSA-111367	Pathway	SLBP independent Processing of Histone Pre-mRNAs
R-HSA-111446	Pathway	Activation of BIM and translocation to mitochondria
R-HSA-111447	Pathway	Activation of BAD and translocation to mitochondria
R-HSA-111448	Pathway	Activation of NOXA and translocation to mitochondria
R-HSA-111452	Pathway	Activation and oligomerization of BAK protein
R-HSA-111453	Pathway	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members
R-HSA-111457	Pathway	Release of apoptotic factors from the mitochondria
R-HSA-111458	Pathway	Formation of apoptosome
R-HSA-111459	Pathway	Activation of caspases through apoptosome-mediated cleavage
R-HSA-111461	Pathway	Cytochrome c-mediated apoptotic response
R-HSA-111463	Pathway	SMAC binds to IAPs
R-HSA-111464	Pathway	SMAC-mediated dissociation of IAP:caspase complexes
R-HSA-111465	Pathway	Apoptotic cleavage of cellular proteins
R-HSA-111469	Pathway	SMAC-mediated apoptotic response
R-HSA-111471	Pathway	Apoptotic factor-mediated response
R-HSA-111885	Pathway	Opioid Signalling
R-HSA-111931	Pathway	PKA-mediated phosphorylation of CREB
R-HSA-111932	Pathway	CaMK IV-mediated phosphorylation of CREB
R-HSA-111933	Pathway	Calmodulin induced events
R-HSA-111957	Pathway	Cam-PDE 1 activation
R-HSA-111995	Pathway	phospho-PLA2 pathway
R-HSA-111996	Pathway	Ca-dependent events
R-HSA-111997	Pathway	CaM pathway
R-HSA-112040	Pathway	G-protein mediated events
R-HSA-112043	Pathway	PLC beta mediated events
R-HSA-112122	Pathway	ALKBH2 mediated reversal of alkylation damage
R-HSA-112126	Pathway	ALKBH3 mediated reversal of alkylation damage
R-HSA-112303	Pathway	Electric Transmission Across Gap Junctions
R-HSA-112307	Pathway	Transmission across Electrical Synapses
R-HSA-112308	Pathway	Presynaptic depolarization and calcium channel opening
R-HSA-112310	Pathway	Neurotransmitter release cycle
R-HSA-112311	Pathway	Neurotransmitter clearance
R-HSA-112313	Pathway	Neurotransmitter uptake and metabolism In glial cells
R-HSA-112314	Pathway	Neurotransmitter receptors and postsynaptic signal transmission
R-HSA-112315	Pathway	Transmission across Chemical Synapses
R-HSA-112316	Pathway	Neuronal System
R-HSA-112382	Pathway	Formation of RNA Pol II elongation complex
R-HSA-112399	Pathway	IRS-mediated signalling
R-HSA-112409	Pathway	RAF-independent MAPK1/3 activation
R-HSA-112411	Pathway	MAPK1 (ERK2) activation
R-HSA-112412	Pathway	SOS-mediated signalling
R-HSA-113418	Pathway	Formation of the Early Elongation Complex
R-HSA-113501	Pathway	Inhibition of replication initiation of damaged DNA by RB1/E2F1
R-HSA-113507	Pathway	E2F-enabled inhibition of pre-replication complex formation
R-HSA-113510	Pathway	E2F mediated regulation of DNA replication
R-HSA-114294	Pathway	Activation, translocation and oligomerization of BAX
R-HSA-114452	Pathway	Activation of BH3-only proteins
R-HSA-114508	Pathway	Effects of PIP2 hydrolysis
R-HSA-114516	Pathway	Disinhibition of SNARE formation
R-HSA-114604	Pathway	GPVI-mediated activation cascade
R-HSA-114608	Pathway	Platelet degranulation
R-HSA-139853	Pathway	Elevation of cytosolic Ca2+ levels
R-HSA-139910	Pathway	Activation of BMF and translocation to mitochondria
R-HSA-139915	Pathway	Activation of PUMA and translocation to mitochondria
R-HSA-140179	Pathway	Amine Oxidase reactions
R-HSA-140180	Pathway	COX reactions
R-HSA-140342	Pathway	Apoptosis induced DNA fragmentation
R-HSA-140534	Pathway	Ligand-dependent caspase activation
R-HSA-140834	Pathway	Extrinsic Pathway of Fibrin Clot Formation
R-HSA-140837	Pathway	Intrinsic Pathway of Fibrin Clot Formation
R-HSA-140875	Pathway	Common Pathway of Fibrin Clot Formation
R-HSA-140877	Pathway	Formation of Fibrin Clot (Clotting Cascade)
R-HSA-141333	Pathway	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB
R-HSA-141334	Pathway	PAOs oxidise polyamines to amines
R-HSA-141405	Pathway	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components
R-HSA-141424	Pathway	Amplification of signal from the kinetochores
R-HSA-141430	Pathway	Inactivation of APC/C via direct inhibition of the APC/C complex
R-HSA-141444	Pathway	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
R-HSA-156580	Pathway	Phase II - Conjugation of compounds
R-HSA-156581	Pathway	Methylation
R-HSA-156582	Pathway	Acetylation
R-HSA-156584	Pathway	Cytosolic sulfonation of small molecules
R-HSA-156587	Pathway	Amino Acid conjugation
R-HSA-156588	Pathway	Glucuronidation
R-HSA-156590	Pathway	Glutathione conjugation
R-HSA-156711	Pathway	Polo-like kinase mediated events
R-HSA-156827	Pathway	L13a-mediated translational silencing of Ceruloplasmin expression
R-HSA-156842	Pathway	Eukaryotic Translation Elongation
R-HSA-156902	Pathway	Peptide chain elongation
R-HSA-156988	Pathway	Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor
R-HSA-157052	Pathway	NICD traffics to nucleus
R-HSA-157118	Pathway	Signaling by NOTCH
R-HSA-157212	Pathway	A third proteolytic cleavage releases NICD
R-HSA-157579	Pathway	Telomere Maintenance
R-HSA-157858	Pathway	Gap junction trafficking and regulation
R-HSA-159227	Pathway	Transport of the SLBP independent Mature mRNA
R-HSA-159230	Pathway	Transport of the SLBP Dependant Mature mRNA
R-HSA-159231	Pathway	Transport of Mature mRNA Derived from an Intronless Transcript
R-HSA-159234	Pathway	Transport of Mature mRNAs Derived from Intronless Transcripts
R-HSA-159236	Pathway	Transport of Mature mRNA derived from an Intron-Containing Transcript
R-HSA-159418	Pathway	Recycling of bile acids and salts
R-HSA-159424	Pathway	Conjugation of carboxylic acids
R-HSA-159740	Pathway	Gamma-carboxylation of protein precursors
R-HSA-159763	Pathway	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus
R-HSA-159782	Pathway	Removal of aminoterminal propeptides from gamma-carboxylated proteins
R-HSA-159854	Pathway	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins
R-HSA-162582	Pathway	Signal Transduction
R-HSA-162585	Pathway	Uncoating of the HIV Virion
R-HSA-162587	Pathway	HIV Life Cycle
R-HSA-162588	Pathway	Budding and maturation of HIV virion
R-HSA-162589	Pathway	Reverse Transcription of HIV RNA
R-HSA-162592	Pathway	Integration of provirus
R-HSA-162594	Pathway	Early Phase of HIV Life Cycle
R-HSA-162599	Pathway	Late Phase of HIV Life Cycle
R-HSA-162658	Pathway	Golgi Cisternae Pericentriolar Stack Reorganization
R-HSA-162699	Pathway	Synthesis of dolichyl-phosphate mannose
R-HSA-162710	Pathway	Synthesis of glycosylphosphatidylinositol (GPI)
R-HSA-162791	Pathway	Attachment of GPI anchor to uPAR
R-HSA-162906	Pathway	HIV Infection
R-HSA-162909	Pathway	Host Interactions of HIV factors
R-HSA-163125	Pathway	Post-translational modification: synthesis of GPI-anchored proteins
R-HSA-163200	Pathway	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.
R-HSA-163210	Pathway	Formation of ATP by chemiosmotic coupling
R-HSA-163282	Pathway	Mitochondrial transcription initiation
R-HSA-163316	Pathway	Mitochondrial transcription termination
R-HSA-163358	Pathway	PKA-mediated phosphorylation of key metabolic factors
R-HSA-163359	Pathway	Glucagon signaling in metabolic regulation
R-HSA-163560	Pathway	Triglyceride catabolism
R-HSA-163615	Pathway	PKA activation
R-HSA-163680	Pathway	AMPK inhibits chREBP transcriptional activation activity
R-HSA-163685	Pathway	Integration of energy metabolism
R-HSA-163754	Pathway	Insulin effects increased synthesis of Xylulose-5-Phosphate
R-HSA-163765	Pathway	ChREBP activates metabolic gene expression
R-HSA-163767	Pathway	PP2A-mediated dephosphorylation of key metabolic factors
R-HSA-163841	Pathway	Gamma carboxylation, hypusine formation and arylsulfatase activation
R-HSA-164378	Pathway	PKA activation in glucagon signalling
R-HSA-164516	Pathway	Minus-strand DNA synthesis
R-HSA-164525	Pathway	Plus-strand DNA synthesis
R-HSA-164843	Pathway	2-LTR circle formation
R-HSA-164938	Pathway	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters
R-HSA-164939	Pathway	Nef mediated downregulation of CD28 cell surface expression
R-HSA-164940	Pathway	Nef mediated downregulation of MHC class I complex cell surface expression
R-HSA-164944	Pathway	Nef and signal transduction
R-HSA-164952	Pathway	The role of Nef in HIV-1 replication and disease pathogenesis
R-HSA-165054	Pathway	Rev-mediated nuclear export of HIV RNA
R-HSA-165158	Pathway	Activation of AKT2
R-HSA-165159	Pathway	mTOR signalling
R-HSA-165160	Pathway	PDE3B signalling
R-HSA-165181	Pathway	Inhibition of TSC complex formation by PKB
R-HSA-166016	Pathway	Toll Like Receptor 4 (TLR4) Cascade
R-HSA-166020	Pathway	Transfer of LPS from LBP carrier to CD14
R-HSA-166058	Pathway	MyD88:Mal cascade initiated on plasma membrane
R-HSA-166166	Pathway	MyD88-independent TLR4 cascade
R-HSA-166187	Pathway	Mitochondrial Uncoupling Proteins
R-HSA-166208	Pathway	mTORC1-mediated signalling
R-HSA-166520	Pathway	Signaling by NTRKs
R-HSA-166658	Pathway	Complement cascade
R-HSA-166662	Pathway	Lectin pathway of complement activation
R-HSA-166663	Pathway	Initial triggering of complement
R-HSA-166665	Pathway	Terminal pathway of complement
R-HSA-166786	Pathway	Creation of C4 and C2 activators
R-HSA-167021	Pathway	PLC-gamma1 signalling
R-HSA-167044	Pathway	Signalling to RAS
R-HSA-167060	Pathway	NGF processing
R-HSA-167152	Pathway	Formation of HIV elongation complex in the absence of HIV Tat
R-HSA-167158	Pathway	Formation of the HIV-1 Early Elongation Complex
R-HSA-167160	Pathway	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection
R-HSA-167161	Pathway	HIV Transcription Initiation
R-HSA-167162	Pathway	RNA Polymerase II HIV Promoter Escape
R-HSA-167169	Pathway	HIV Transcription Elongation
R-HSA-167172	Pathway	Transcription of the HIV genome
R-HSA-167200	Pathway	Formation of HIV-1 elongation complex containing HIV-1 Tat
R-HSA-167238	Pathway	Pausing and recovery of Tat-mediated HIV elongation
R-HSA-167242	Pathway	Abortive elongation of HIV-1 transcript in the absence of Tat
R-HSA-167243	Pathway	Tat-mediated HIV elongation arrest and recovery
R-HSA-167246	Pathway	Tat-mediated elongation of the HIV-1 transcript
R-HSA-167287	Pathway	HIV elongation arrest and recovery
R-HSA-167290	Pathway	Pausing and recovery of HIV elongation
R-HSA-167590	Pathway	Nef Mediated CD4 Down-regulation
R-HSA-167826	Pathway	The fatty acid cycling model
R-HSA-167827	Pathway	The proton buffering model
R-HSA-168138	Pathway	Toll Like Receptor 9 (TLR9) Cascade
R-HSA-168142	Pathway	Toll Like Receptor 10 (TLR10) Cascade
R-HSA-168164	Pathway	Toll Like Receptor 3 (TLR3) Cascade
R-HSA-168176	Pathway	Toll Like Receptor 5 (TLR5) Cascade
R-HSA-168179	Pathway	Toll Like Receptor TLR1:TLR2 Cascade
R-HSA-168181	Pathway	Toll Like Receptor 7/8 (TLR7/8) Cascade
R-HSA-168188	Pathway	Toll Like Receptor TLR6:TLR2 Cascade
R-HSA-168249	Pathway	Innate Immune System
R-HSA-168253	Pathway	Host Interactions with Influenza Factors
R-HSA-168254	Pathway	Influenza Infection
R-HSA-168255	Pathway	Influenza Life Cycle
R-HSA-168256	Pathway	Immune System
R-HSA-168268	Pathway	Virus Assembly and Release
R-HSA-168270	Pathway	Fusion and Uncoating of the Influenza Virion
R-HSA-168271	Pathway	Transport of Ribonucleoproteins into the Host Nucleus
R-HSA-168273	Pathway	Influenza Viral RNA Transcription and Replication
R-HSA-168274	Pathway	Export of Viral Ribonucleoproteins from Nucleus
R-HSA-168275	Pathway	Entry of Influenza Virion into Host Cell via Endocytosis
R-HSA-168276	Pathway	NS1 Mediated Effects on Host Pathways
R-HSA-168277	Pathway	Influenza Virus Induced Apoptosis
R-HSA-168288	Pathway	Fusion of the Influenza Virion to the Host Cell Endosome
R-HSA-168298	Pathway	Release
R-HSA-168302	Pathway	Budding
R-HSA-168303	Pathway	Packaging of Eight RNA Segments
R-HSA-168305	Pathway	Inhibition of Interferon Synthesis
R-HSA-168315	Pathway	Inhibition of Host mRNA Processing and RNA Silencing
R-HSA-168316	Pathway	Assembly of Viral Components at the Budding Site
R-HSA-168325	Pathway	Viral Messenger RNA Synthesis
R-HSA-168330	Pathway	Viral RNP Complexes in the Host Cell Nucleus
R-HSA-168333	Pathway	NEP/NS2 Interacts with the Cellular Export Machinery
R-HSA-168336	Pathway	Uncoating of the Influenza Virion
R-HSA-168638	Pathway	NOD1/2 Signaling Pathway
R-HSA-168643	Pathway	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways
R-HSA-168799	Pathway	Neurotoxicity of clostridium toxins
R-HSA-168874	Pathway	Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus
R-HSA-168888	Pathway	Inhibition of IFN-beta
R-HSA-168898	Pathway	Toll-Like Receptors Cascades
R-HSA-168927	Pathway	TICAM1, RIP1-mediated IKK complex recruitment
R-HSA-168928	Pathway	DDX58/IFIH1-mediated induction of interferon-alpha/beta
R-HSA-169131	Pathway	Inhibition of PKR
R-HSA-169893	Pathway	Prolonged ERK activation events
R-HSA-169911	Pathway	Regulation of Apoptosis
R-HSA-170145	Pathway	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes
R-HSA-170660	Pathway	Adenylate cyclase activating pathway
R-HSA-170670	Pathway	Adenylate cyclase inhibitory pathway
R-HSA-170822	Pathway	Regulation of Glucokinase by Glucokinase Regulatory Protein
R-HSA-170834	Pathway	Signaling by TGF-beta Receptor Complex
R-HSA-170968	Pathway	Frs2-mediated activation
R-HSA-170984	Pathway	ARMS-mediated activation
R-HSA-171007	Pathway	p38MAPK events
R-HSA-171286	Pathway	Synthesis and processing of ENV and VPU
R-HSA-171306	Pathway	Packaging Of Telomere Ends
R-HSA-171319	Pathway	Telomere Extension By Telomerase
R-HSA-173107	Pathway	Binding and entry of HIV virion
R-HSA-173599	Pathway	Formation of the active cofactor, UDP-glucuronate
R-HSA-173623	Pathway	Classical antibody-mediated complement activation
R-HSA-173736	Pathway	Alternative complement activation
R-HSA-174048	Pathway	APC/C:Cdc20 mediated degradation of Cyclin B
R-HSA-174084	Pathway	Autodegradation of Cdh1 by Cdh1:APC/C
R-HSA-174113	Pathway	SCF-beta-TrCP mediated degradation of Emi1
R-HSA-174143	Pathway	APC/C-mediated degradation of cell cycle proteins
R-HSA-174154	Pathway	APC/C:Cdc20 mediated degradation of Securin
R-HSA-174178	Pathway	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
R-HSA-174184	Pathway	Cdc20:Phospho-APC/C mediated degradation of Cyclin A
R-HSA-174362	Pathway	Transport and synthesis of PAPS
R-HSA-174403	Pathway	Glutathione synthesis and recycling
R-HSA-174411	Pathway	Polymerase switching on the C-strand of the telomere
R-HSA-174414	Pathway	Processive synthesis on the C-strand of the telomere
R-HSA-174417	Pathway	Telomere C-strand (Lagging Strand) Synthesis
R-HSA-174430	Pathway	Telomere C-strand synthesis initiation
R-HSA-174437	Pathway	Removal of the Flap Intermediate from the C-strand
R-HSA-174490	Pathway	Membrane binding and targetting of GAG proteins
R-HSA-174495	Pathway	Synthesis And Processing Of GAG, GAGPOL Polyproteins
