id:ID	:LABEL	label
GO:0090154	BiologicalProcess	positive regulation of sphingolipid biosynthetic process
GO:0099132	BiologicalProcess	ATP hydrolysis coupled cation transmembrane transport
GO:0099116	BiologicalProcess	tRNA 5'-end processing
GO:0120035	BiologicalProcess	regulation of plasma membrane bounded cell projection organization
GO:0140056	BiologicalProcess	organelle localization by membrane tethering
GO:0039663	BiologicalProcess	membrane fusion involved in viral entry into host cell
GO:2001057	BiologicalProcess	reactive nitrogen species metabolic process
GO:0071773	BiologicalProcess	cellular response to BMP stimulus
GO:0071951	BiologicalProcess	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
GO:0072350	BiologicalProcess	tricarboxylic acid metabolic process
GO:0048012	BiologicalProcess	hepatocyte growth factor receptor signaling pathway
GO:0009887	BiologicalProcess	animal organ morphogenesis
GO:0006631	BiologicalProcess	fatty acid metabolic process
GO:0001692	BiologicalProcess	histamine metabolic process
GO:0001505	BiologicalProcess	regulation of neurotransmitter levels
GO:0046700	BiologicalProcess	heterocycle catabolic process
GO:0046827	BiologicalProcess	positive regulation of protein export from nucleus
GO:0019730	BiologicalProcess	antimicrobial humoral response
GO:0006487	BiologicalProcess	protein N-linked glycosylation
GO:0009164	BiologicalProcess	nucleoside catabolic process
GO:0006935	BiologicalProcess	chemotaxis
GO:0006310	BiologicalProcess	DNA recombination
GO:0030204	BiologicalProcess	chondroitin sulfate metabolic process
GO:0042058	BiologicalProcess	regulation of epidermal growth factor receptor signaling pathway
GO:0030097	BiologicalProcess	hemopoiesis
GO:0009066	BiologicalProcess	aspartate family amino acid metabolic process
GO:0009064	BiologicalProcess	glutamine family amino acid metabolic process
GO:0046349	BiologicalProcess	amino sugar biosynthetic process
GO:0000724	BiologicalProcess	double-strand break repair via homologous recombination
GO:0042440	BiologicalProcess	pigment metabolic process
GO:0046364	BiologicalProcess	monosaccharide biosynthetic process
GO:0019363	BiologicalProcess	pyridine nucleotide biosynthetic process
GO:0019418	BiologicalProcess	sulfide oxidation
GO:0042359	BiologicalProcess	vitamin D metabolic process
GO:0006547	BiologicalProcess	histidine metabolic process
GO:0042509	BiologicalProcess	regulation of tyrosine phosphorylation of STAT protein
GO:0000302	BiologicalProcess	response to reactive oxygen species
GO:0006182	BiologicalProcess	cGMP biosynthetic process
GO:0000122	BiologicalProcess	negative regulation of transcription by RNA polymerase II
GO:0006363	BiologicalProcess	termination of RNA polymerase I transcription
GO:0000088	BiologicalProcess	mitotic prophase
GO:0006535	BiologicalProcess	cysteine biosynthetic process from serine
GO:0007264	BiologicalProcess	small GTPase mediated signal transduction
GO:0046470	BiologicalProcess	phosphatidylcholine metabolic process
GO:0016236	BiologicalProcess	macroautophagy
GO:0015908	BiologicalProcess	fatty acid transport
GO:0006855	BiologicalProcess	drug transmembrane transport
GO:0030422	BiologicalProcess	production of siRNA involved in RNA interference
GO:0017015	BiologicalProcess	regulation of transforming growth factor beta receptor signaling pathway
GO:0045682	BiologicalProcess	regulation of epidermis development
GO:0046330	BiologicalProcess	positive regulation of JNK cascade
GO:0016254	BiologicalProcess	preassembly of GPI anchor in ER membrane
GO:0045746	BiologicalProcess	negative regulation of Notch signaling pathway
GO:0045747	BiologicalProcess	positive regulation of Notch signaling pathway
GO:0000729	BiologicalProcess	DNA double-strand break processing
GO:0017038	BiologicalProcess	protein import
GO:0008637	BiologicalProcess	apoptotic mitochondrial changes
GO:0017156	BiologicalProcess	calcium ion regulated exocytosis
GO:0017148	BiologicalProcess	negative regulation of translation
GO:0036102	BiologicalProcess	leukotriene B4 metabolic process
GO:0038095	BiologicalProcess	Fc-epsilon receptor signaling pathway
GO:0097164	BiologicalProcess	ammonium ion metabolic process
GO:0035019	BiologicalProcess	somatic stem cell population maintenance
GO:0030818	BiologicalProcess	negative regulation of cAMP biosynthetic process
GO:0051188	BiologicalProcess	cofactor biosynthetic process
GO:0044242	BiologicalProcess	cellular lipid catabolic process
GO:0051168	BiologicalProcess	nuclear export
GO:0051081	BiologicalProcess	nuclear envelope disassembly
GO:0043038	BiologicalProcess	amino acid activation
GO:0031175	BiologicalProcess	neuron projection development
GO:0031146	BiologicalProcess	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0050854	BiologicalProcess	regulation of antigen receptor-mediated signaling pathway
GO:0051254	BiologicalProcess	positive regulation of RNA metabolic process
GO:0050796	BiologicalProcess	regulation of insulin secretion
GO:0043269	BiologicalProcess	regulation of ion transport
GO:0035246	BiologicalProcess	peptidyl-arginine N-methylation
GO:0031018	BiologicalProcess	endocrine pancreas development
GO:0051171	BiologicalProcess	regulation of nitrogen compound metabolic process
GO:0043123	BiologicalProcess	positive regulation of I-kappaB kinase/NF-kappaB signaling
GO:0048731	BiologicalProcess	system development
GO:0051726	BiologicalProcess	regulation of cell cycle
GO:0043487	BiologicalProcess	regulation of RNA stability
GO:0031333	BiologicalProcess	negative regulation of protein complex assembly
GO:0035681	BiologicalProcess	toll-like receptor 15 signaling pathway
GO:0035682	BiologicalProcess	toll-like receptor 21 signaling pathway
GO:0072378	BiologicalProcess	blood coagulation, fibrin clot formation
GO:0072376	BiologicalProcess	protein activation cascade
GO:2000303	BiologicalProcess	regulation of ceramide biosynthetic process
GO:0065007	BiologicalProcess	biological regulation
GO:0052205	BiologicalProcess	modulation of molecular function in other organism involved in symbiotic interaction
GO:0022411	BiologicalProcess	cellular component disassembly
GO:0002366	BiologicalProcess	leukocyte activation involved in immune response
GO:0055074	BiologicalProcess	calcium ion homeostasis
GO:0055085	BiologicalProcess	transmembrane transport
GO:0033271	BiologicalProcess	myo-inositol phosphate transport
GO:0051896	BiologicalProcess	regulation of protein kinase B signaling
GO:0032329	BiologicalProcess	serine transport
GO:0036265	BiologicalProcess	RNA (guanine-N7)-methylation
GO:0098660	BiologicalProcess	inorganic ion transmembrane transport
GO:0034765	BiologicalProcess	regulation of ion transmembrane transport
GO:0010638	BiologicalProcess	positive regulation of organelle organization
GO:0034754	BiologicalProcess	cellular hormone metabolic process
GO:0089718	BiologicalProcess	amino acid import across plasma membrane
GO:0070482	BiologicalProcess	response to oxygen levels
GO:0070302	BiologicalProcess	regulation of stress-activated protein kinase signaling cascade
GO:0070221	BiologicalProcess	sulfide oxidation, using sulfide:quinone oxidoreductase
GO:1903749	BiologicalProcess	positive regulation of establishment of protein localization to mitochondrion
GO:1990542	BiologicalProcess	mitochondrial transmembrane transport
GO:1903874	BiologicalProcess	ferrous iron transmembrane transport
GO:1990569	BiologicalProcess	UDP-N-acetylglucosamine transmembrane transport
GO:0060964	BiologicalProcess	regulation of gene silencing by miRNA
GO:1901615	BiologicalProcess	organic hydroxy compound metabolic process
GO:0071174	BiologicalProcess	mitotic spindle checkpoint
GO:0071265	BiologicalProcess	L-methionine biosynthetic process
GO:0071354	BiologicalProcess	cellular response to interleukin-6
GO:0071377	BiologicalProcess	cellular response to glucagon stimulus
GO:0071426	BiologicalProcess	ribonucleoprotein complex export from nucleus
GO:0071483	BiologicalProcess	cellular response to blue light
GO:1905330	BiologicalProcess	regulation of morphogenesis of an epithelium
GO:0198738	BiologicalProcess	cell-cell signaling by wnt
GO:0061912	BiologicalProcess	selective autophagy
GO:0035378	BiologicalProcess	carbon dioxide transmembrane transport
GO:0071705	BiologicalProcess	nitrogen compound transport
GO:0035610	BiologicalProcess	protein side chain deglutamylation
GO:0052652	BiologicalProcess	cyclic purine nucleotide metabolic process
GO:0006082	BiologicalProcess	organic acid metabolic process
GO:0009790	BiologicalProcess	embryo development
GO:0016070	BiologicalProcess	RNA metabolic process
GO:0042398	BiologicalProcess	cellular modified amino acid biosynthetic process
GO:0006605	BiologicalProcess	protein targeting
GO:0046839	BiologicalProcess	phospholipid dephosphorylation
GO:0009101	BiologicalProcess	glycoprotein biosynthetic process
GO:0018094	BiologicalProcess	protein polyglycylation
GO:0046467	BiologicalProcess	membrane lipid biosynthetic process
GO:0016049	BiologicalProcess	cell growth
GO:0019043	BiologicalProcess	establishment of viral latency
GO:0046649	BiologicalProcess	lymphocyte activation
GO:0019220	BiologicalProcess	regulation of phosphate metabolic process
GO:0006778	BiologicalProcess	porphyrin-containing compound metabolic process
GO:0006805	BiologicalProcess	xenobiotic metabolic process
GO:0000103	BiologicalProcess	sulfate assimilation
GO:0019432	BiologicalProcess	triglyceride biosynthetic process
GO:0046218	BiologicalProcess	indolalkylamine catabolic process
GO:0020012	BiologicalProcess	evasion or tolerance of host immune response
GO:0007005	BiologicalProcess	mitochondrion organization
GO:0006098	BiologicalProcess	pentose-phosphate shunt
GO:0006140	BiologicalProcess	regulation of nucleotide metabolic process
GO:0006304	BiologicalProcess	DNA modification
GO:0030262	BiologicalProcess	apoptotic nuclear changes
GO:0006382	BiologicalProcess	adenosine to inosine editing
GO:0030004	BiologicalProcess	cellular monovalent inorganic cation homeostasis
GO:0000080	BiologicalProcess	mitotic G1 phase
GO:0045008	BiologicalProcess	depyrimidination
GO:0007178	BiologicalProcess	transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0007193	BiologicalProcess	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway
GO:0009081	BiologicalProcess	branched-chain amino acid metabolic process
GO:0008104	BiologicalProcess	protein localization
GO:0007202	BiologicalProcess	activation of phospholipase C activity
GO:0007250	BiologicalProcess	activation of NF-kappaB-inducing kinase activity
GO:0007269	BiologicalProcess	neurotransmitter secretion
GO:0006636	BiologicalProcess	unsaturated fatty acid biosynthetic process
GO:0006656	BiologicalProcess	phosphatidylcholine biosynthetic process
GO:0000086	BiologicalProcess	G2/M transition of mitotic cell cycle
GO:0006702	BiologicalProcess	androgen biosynthetic process
GO:0006744	BiologicalProcess	ubiquinone biosynthetic process
GO:0030206	BiologicalProcess	chondroitin sulfate biosynthetic process
GO:0006829	BiologicalProcess	zinc II ion transport
GO:0006906	BiologicalProcess	vesicle fusion
GO:0045665	BiologicalProcess	negative regulation of neuron differentiation
GO:0016240	BiologicalProcess	autophagosome membrane docking
GO:0045912	BiologicalProcess	negative regulation of carbohydrate metabolic process
GO:0008593	BiologicalProcess	regulation of Notch signaling pathway
GO:0015891	BiologicalProcess	siderophore transport
GO:0045793	BiologicalProcess	positive regulation of cell size
GO:0015727	BiologicalProcess	lactate transport
GO:0045935	BiologicalProcess	positive regulation of nucleobase-containing compound metabolic process
GO:0008635	BiologicalProcess	activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c
GO:0009313	BiologicalProcess	oligosaccharide catabolic process
GO:0046732	BiologicalProcess	active induction of host immune response by virus
GO:0097190	BiologicalProcess	apoptotic signaling pathway
GO:1900046	BiologicalProcess	regulation of hemostasis
GO:0042759	BiologicalProcess	long-chain fatty acid biosynthetic process
GO:0042769	BiologicalProcess	DNA damage response, detection of DNA damage
GO:0006222	BiologicalProcess	UMP biosynthetic process
GO:0030815	BiologicalProcess	negative regulation of cAMP metabolic process
GO:0043069	BiologicalProcess	negative regulation of programmed cell death
GO:0044249	BiologicalProcess	cellular biosynthetic process
GO:0048518	BiologicalProcess	positive regulation of biological process
GO:0048519	BiologicalProcess	negative regulation of biological process
GO:0051251	BiologicalProcess	positive regulation of lymphocyte activation
GO:0050870	BiologicalProcess	positive regulation of T cell activation
GO:0051093	BiologicalProcess	negative regulation of developmental process
GO:0051130	BiologicalProcess	positive regulation of cellular component organization
GO:0051319	BiologicalProcess	G2 phase
GO:0044416	BiologicalProcess	induction by symbiont of host defense response
GO:0051098	BiologicalProcess	regulation of binding
GO:0050768	BiologicalProcess	negative regulation of neurogenesis
GO:0043252	BiologicalProcess	sodium-independent organic anion transport
GO:0050650	BiologicalProcess	chondroitin sulfate proteoglycan biosynthetic process
GO:0051104	BiologicalProcess	DNA-dependent DNA replication DNA ligation
GO:0051100	BiologicalProcess	negative regulation of binding
GO:0097296	BiologicalProcess	activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
GO:2001311	BiologicalProcess	lysobisphosphatidic acid metabolic process
GO:0031326	BiologicalProcess	regulation of cellular biosynthetic process
GO:0051386	BiologicalProcess	regulation of neurotrophin TRK receptor signaling pathway
GO:0051716	BiologicalProcess	cellular response to stimulus
GO:0051443	BiologicalProcess	positive regulation of ubiquitin-protein transferase activity
GO:0031503	BiologicalProcess	protein complex localization
GO:0002002	BiologicalProcess	regulation of angiotensin levels in blood
GO:0031647	BiologicalProcess	regulation of protein stability
GO:0031346	BiologicalProcess	positive regulation of cell projection organization
GO:0034199	BiologicalProcess	activation of protein kinase A activity
GO:0035725	BiologicalProcess	sodium ion transmembrane transport
GO:0032501	BiologicalProcess	multicellular organismal process
GO:0033674	BiologicalProcess	positive regulation of kinase activity
GO:0033554	BiologicalProcess	cellular response to stress
GO:0043632	BiologicalProcess	modification-dependent macromolecule catabolic process
GO:0002697	BiologicalProcess	regulation of immune effector process
GO:0032989	BiologicalProcess	cellular component morphogenesis
GO:0032386	BiologicalProcess	regulation of intracellular transport
GO:0043648	BiologicalProcess	dicarboxylic acid metabolic process
GO:0052002	BiologicalProcess	metabolism by symbiont of substance in host
GO:0052214	BiologicalProcess	metabolism of substance in other organism involved in symbiotic interaction
GO:0055065	BiologicalProcess	metal ion homeostasis
GO:0033013	BiologicalProcess	tetrapyrrole metabolic process
GO:0033993	BiologicalProcess	response to lipid
GO:0033015	BiologicalProcess	tetrapyrrole catabolic process
GO:0052550	BiologicalProcess	response to defense-related reactive oxygen species production by other organism involved in symbiotic interaction
GO:0033209	BiologicalProcess	tumor necrosis factor-mediated signaling pathway
GO:0032874	BiologicalProcess	positive regulation of stress-activated MAPK cascade
GO:0044784	BiologicalProcess	metaphase/anaphase transition of cell cycle
GO:0044786	BiologicalProcess	cell cycle DNA replication
GO:1902100	BiologicalProcess	negative regulation of metaphase/anaphase transition of cell cycle
GO:0036297	BiologicalProcess	interstrand cross-link repair
GO:0075733	BiologicalProcess	intracellular transport of virus
GO:1900673	BiologicalProcess	olefin metabolic process
GO:0043900	BiologicalProcess	regulation of multi-organism process
GO:0034502	BiologicalProcess	protein localization to chromosome
GO:0034377	BiologicalProcess	plasma lipoprotein particle assembly
GO:1901160	BiologicalProcess	primary amino compound metabolic process
GO:0034770	BiologicalProcess	histone H4-K20 methylation
GO:0070900	BiologicalProcess	mitochondrial tRNA modification
GO:0070741	BiologicalProcess	response to interleukin-6
GO:0090495	BiologicalProcess	low-density lipoprotein particle disassembly
GO:0090481	BiologicalProcess	pyrimidine nucleotide-sugar transmembrane transport
GO:1901575	BiologicalProcess	organic substance catabolic process
GO:1901606	BiologicalProcess	alpha-amino acid catabolic process
GO:0036512	BiologicalProcess	trimming of second mannose on A branch
GO:0099133	BiologicalProcess	ATP hydrolysis coupled anion transmembrane transport
GO:0061919	BiologicalProcess	process utilizing autophagic mechanism
GO:0008152	BiologicalProcess	metabolic process
GO:0000003	BiologicalProcess	reproduction
GO:0018130	BiologicalProcess	heterocycle biosynthetic process
GO:0009056	BiologicalProcess	catabolic process
GO:0016032	BiologicalProcess	viral process
GO:0030581	BiologicalProcess	symbiont intracellular protein transport in host
GO:0046825	BiologicalProcess	regulation of protein export from nucleus
GO:0007602	BiologicalProcess	phototransduction
GO:0006475	BiologicalProcess	internal protein amino acid acetylation
GO:0018095	BiologicalProcess	protein polyglutamylation
GO:0006022	BiologicalProcess	aminoglycan metabolic process
GO:0006406	BiologicalProcess	mRNA export from nucleus
GO:0046474	BiologicalProcess	glycerophospholipid biosynthetic process
GO:0009988	BiologicalProcess	cell-cell recognition
GO:0030217	BiologicalProcess	T cell differentiation
GO:0008202	BiologicalProcess	steroid metabolic process
GO:0009110	BiologicalProcess	vitamin biosynthetic process
GO:0006302	BiologicalProcess	double-strand break repair
GO:0006690	BiologicalProcess	icosanoid metabolic process
GO:0042276	BiologicalProcess	error-prone translesion synthesis
GO:0006638	BiologicalProcess	neutral lipid metabolic process
GO:0045017	BiologicalProcess	glycerolipid biosynthetic process
GO:0019433	BiologicalProcess	triglyceride catabolic process
GO:0042436	BiologicalProcess	indole-containing compound catabolic process
GO:0019755	BiologicalProcess	one-carbon compound transport
GO:0006582	BiologicalProcess	melanin metabolic process
GO:0007259	BiologicalProcess	JAK-STAT cascade
GO:0042572	BiologicalProcess	retinol metabolic process
GO:0019985	BiologicalProcess	translesion synthesis
GO:0006109	BiologicalProcess	regulation of carbohydrate metabolic process
GO:0006122	BiologicalProcess	mitochondrial electron transport, ubiquinol to cytochrome c
GO:0006274	BiologicalProcess	DNA replication termination
GO:0045005	BiologicalProcess	DNA-dependent DNA replication maintenance of fidelity
GO:0006307	BiologicalProcess	DNA dealkylation involved in DNA repair
GO:0045892	BiologicalProcess	negative regulation of transcription, DNA-templated
GO:0007009	BiologicalProcess	plasma membrane organization
GO:0007088	BiologicalProcess	regulation of mitotic nuclear division
GO:0007093	BiologicalProcess	mitotic cell cycle checkpoint
GO:0006518	BiologicalProcess	peptide metabolic process
GO:0007190	BiologicalProcess	activation of adenylate cyclase activity
GO:0006590	BiologicalProcess	thyroid hormone generation
GO:0007224	BiologicalProcess	smoothened signaling pathway
GO:0046475	BiologicalProcess	glycerophospholipid catabolic process
GO:1902600	BiologicalProcess	hydrogen ion transmembrane transport
GO:1902531	BiologicalProcess	regulation of intracellular signal transduction
GO:0006865	BiologicalProcess	amino acid transport
GO:0000077	BiologicalProcess	DNA damage checkpoint
GO:0008210	BiologicalProcess	estrogen metabolic process
GO:0006851	BiologicalProcess	mitochondrial calcium ion transmembrane transport
GO:0030308	BiologicalProcess	negative regulation of cell growth
GO:0006958	BiologicalProcess	complement activation, classical pathway
GO:0045616	BiologicalProcess	regulation of keratinocyte differentiation
GO:0045652	BiologicalProcess	regulation of megakaryocyte differentiation
GO:0016264	BiologicalProcess	gap junction assembly
GO:0015697	BiologicalProcess	quaternary ammonium group transport
GO:0045814	BiologicalProcess	negative regulation of gene expression, epigenetic
GO:0015739	BiologicalProcess	sialic acid transport
GO:0046485	BiologicalProcess	ether lipid metabolic process
GO:0015740	BiologicalProcess	C4-dicarboxylate transport
GO:0015742	BiologicalProcess	alpha-ketoglutarate transport
GO:0045841	BiologicalProcess	negative regulation of mitotic metaphase/anaphase transition
GO:0015884	BiologicalProcess	folic acid transport
GO:0017187	BiologicalProcess	peptidyl-glutamic acid carboxylation
GO:0036100	BiologicalProcess	leukotriene catabolic process
GO:0039507	BiologicalProcess	suppression by virus of host molecular function
GO:0052805	BiologicalProcess	imidazole-containing compound catabolic process
GO:0009117	BiologicalProcess	nucleotide metabolic process
GO:0001819	BiologicalProcess	positive regulation of cytokine production
GO:0051240	BiologicalProcess	positive regulation of multicellular organismal process
GO:0051091	BiologicalProcess	positive regulation of DNA binding transcription factor activity
GO:0043085	BiologicalProcess	positive regulation of catalytic activity
GO:0051283	BiologicalProcess	negative regulation of sequestering of calcium ion
GO:0044413	BiologicalProcess	avoidance of host defenses
GO:0050728	BiologicalProcess	negative regulation of inflammatory response
GO:0035036	BiologicalProcess	sperm-egg recognition
GO:0030974	BiologicalProcess	thiamine pyrophosphate transmembrane transport
GO:0044531	BiologicalProcess	modulation of programmed cell death in other organism
GO:0043412	BiologicalProcess	macromolecule modification
GO:0031327	BiologicalProcess	negative regulation of cellular biosynthetic process
GO:0048585	BiologicalProcess	negative regulation of response to stimulus
GO:0048729	BiologicalProcess	tissue morphogenesis
GO:0048667	BiologicalProcess	cell morphogenesis involved in neuron differentiation
GO:0031400	BiologicalProcess	negative regulation of protein modification process
GO:0072531	BiologicalProcess	pyrimidine-containing compound transmembrane transport
GO:0043547	BiologicalProcess	positive regulation of GTPase activity
GO:0043410	BiologicalProcess	positive regulation of MAPK cascade
GO:0010468	BiologicalProcess	regulation of gene expression
GO:0022403	BiologicalProcess	cell cycle phase
GO:0052040	BiologicalProcess	modulation by symbiont of host programmed cell death
GO:0032787	BiologicalProcess	monocarboxylic acid metabolic process
GO:0002696	BiologicalProcess	positive regulation of leukocyte activation
GO:0052204	BiologicalProcess	negative regulation of molecular function in other organism involved in symbiotic interaction
GO:0002526	BiologicalProcess	acute inflammatory response
GO:0034142	BiologicalProcess	toll-like receptor 4 signaling pathway
GO:0051960	BiologicalProcess	regulation of nervous system development
